label,x1,y1,height,width,source,file_name,analyzed_labels,taxonomy_label,target
olive oil mill in france,0.0,0.0,1414.0,2126.0,wikimedia,2630_1711620451142_olive oil mill in france.png,"['olive', 'oil', 'mill', 'in', 'france']",materials,4
gold bar,220.0,215.0,155.0,343.0,user,2631_1711592276283_gold bar.png,"['gold', 'bar']",materials,4
gold ingot,0.0,0.0,1276.0,1511.0,wikimedia,2632_1711592276283_gold ingot.png,"['gold', 'ingot']",materials,4
column,292.0,81.0,513.0,139.0,user,2633_1711598101240_column.png,['column'],materials,4
support beam,292.0,81.0,513.0,139.0,user,2634_1711598101240_support beam.png,"['support', 'beam']",safety,8
by,292.0,81.0,513.0,139.0,user,2635_1711598101240_by.png,['by'],safety,8
black pecker v mufti tool plu,0.0,0.0,3772.0,5658.0,wikimedia,2636_1711598101240_black pecker v mufti tool plu.png,"['black', 'pecker', 'v', 'mufti', 'tool', 'plu']",quality,7
screw,408.0,320.0,132.0,437.0,user,2637_1711584382618_screw.png,['screw'],fasteners,1
wall anchor,71.0,347.0,113.0,335.0,user,2638_1711584382618_wall anchor.png,"['wall', 'anchor']",safety,8
screw and wall plug,0.0,0.0,2848.0,4288.0,wikimedia,2639_1711584382618_screw and wall plug.png,"['screw', 'and', 'wall', 'plug']",fasteners,1
belt,0.0,0.0,586.0,781.0,user,2640_1711575674732_belt.png,['belt'],safety,8
belt ran machine,0.0,0.0,586.0,781.0,user,2641_1711575674732_belt ran machine.png,"['belt', 'ran', 'machine']",safety,8
woodworking machinery,0.0,0.0,768.0,1024.0,wikimedia,2642_1711575674732_woodworking machinery.png,"['woodworking', 'machinery']",materials,4
gear,448.0,478.0,296.0,207.0,user,2643_1711623028070_gear.png,['gear'],tools,10
shaft,332.0,690.0,496.0,261.0,user,2644_1711623028070_shaft.png,['shaft'],electrical,0
shaft,511.0,154.0,388.0,105.0,user,2645_1711623028070_shaft.png,['shaft'],electrical,0
lager de vara do cameo wa pesqueira,0.0,0.0,1626.0,2168.0,wikimedia,2646_1711623028070_lager de vara do cameo wa pesqueira.png,"['lager', 'de', 'vara', 'do', 'cameo', 'wa', 'pesqueira']",tools,10
torch,0.0,500.0,316.0,512.0,user,2647_1711553264734_torch.png,['torch'],electrical,0
wire,457.0,611.0,137.0,50.0,user,2648_1711553264734_wire.png,['wire'],electrical,0
bench vice grip,0.0,817.0,549.0,636.0,user,2649_1711553264734_bench vice grip.png,"['bench', 'vice', 'grip']",maintenance,3
welding goggle,118.0,91.0,301.0,350.0,user,2650_1711553264734_welding goggle.png,"['welding', 'goggle']",processes,6
welding pie,118.0,91.0,301.0,350.0,user,2651_1711553264734_welding pie.png,"['welding', 'pie']",processes,6
brazing,0.0,0.0,3000.0,1993.0,wikimedia,2652_1711553264734_brazing.png,['brazing'],electrical,0
road sign,166.0,52.0,572.0,605.0,user,2653_1711573260283_road sign.png,"['road', 'sign']",machines,2
rivet,0.0,0.0,3672.0,4896.0,wikimedia,2654_1711573260283_rivet.png,['rivet'],fasteners,1
pin,0.0,0.0,304.0,82.0,user,2655_1711582206592_pin.png,['pin'],fasteners,1
split cotter pin,0.0,0.0,304.0,82.0,wikimedia,2656_1711582206592_split cotter pin.png,"['split', 'cotter', 'pin']",tools,10
ring,133.0,82.0,329.0,399.0,user,2657_1711591032566_ring.png,['ring'],processes,6
silver ring,0.0,0.0,475.0,640.0,wikimedia,2658_1711591032566_silver ring.png,"['silver', 'ring']",materials,4
circular saw,0.0,0.0,891.0,891.0,user,2659_1711599063631_circular saw.png,"['circular', 'saw']",tools,10
handheld circular saw,0.0,0.0,941.0,941.0,wikimedia,2660_1711599063631_handheld circular saw.png,"['handheld', 'circular', 'saw']",machines,2
lathe,70.0,93.0,494.0,646.0,user,2661_1711570589831_lathe.png,['lathe'],machines,2
metalworking lathe,0.0,0.0,2848.0,4288.0,wikimedia,2662_1711570589831_metalworking lathe.png,"['metalworking', 'lathe']",materials,4
welding torch,336.0,182.0,221.0,155.0,user,2663_1711569010008_welding torch.png,"['welding', 'torch']",processes,6
welding helmet,237.0,129.0,148.0,140.0,user,2664_1711569010008_welding helmet.png,"['welding', 'helmet']",processes,6
work glove,360.0,186.0,124.0,79.0,user,2665_1711569010008_work glove.png,"['work', 'glove']",maintenance,3
coverall,106.0,180.0,383.0,255.0,user,2666_1711569010008_coverall.png,['coverall'],specialized,9
welder,0.0,0.0,3364.0,5079.0,wikimedia,2667_1711569010008_welder.png,['welder'],maintenance,3
chili screw head,0.0,0.0,1915.0,891.0,user,2668_1711604309705_chili screw head.png,"['chili', 'screw', 'head']",fasteners,1
screwdriver bit,0.0,0.0,3517.0,1637.0,wikimedia,2669_1711604309705_screwdriver bit.png,"['screwdriver', 'bit']",fasteners,1
tomato model arc welder,0.0,0.0,668.0,891.0,user,2670_1711589852936_tomato model arc welder.png,"['tomato', 'model', 'arc', 'welder']",quality,7
arc welder,0.0,0.0,668.0,891.0,user,2671_1711589852936_arc welder.png,"['arc', 'welder']",electrical,0
tomato welding machine,0.0,0.0,3456.0,4608.0,wikimedia,2672_1711589852936_tomato welding machine.png,"['tomato', 'welding', 'machine']",processes,6
safety helmet,265.0,240.0,176.0,267.0,user,2673_1711604410545_safety helmet.png,"['safety', 'helmet']",safety,8
work glove,352.0,798.0,202.0,229.0,user,2674_1711604410545_work glove.png,"['work', 'glove']",maintenance,3
buffer and chain coupling,0.0,0.0,2055.0,1439.0,wikimedia,2675_1711604410545_buffer and chain coupling.png,"['buffer', 'and', 'chain', 'coupling']",machines,2
pignut tool insert,0.0,0.0,1136.0,907.0,user,2676_1711604221644_pignut tool insert.png,"['pignut', 'tool', 'insert']",fasteners,1
wing nut tool insert,0.0,0.0,1136.0,907.0,user,2677_1711604221644_wing nut tool insert.png,"['wing', 'nut', 'tool', 'insert']",processes,6
screwdriver bit,0.0,0.0,4065.0,3245.0,wikimedia,2678_1711604221644_screwdriver bit.png,"['screwdriver', 'bit']",fasteners,1
knife,413.0,654.0,54.0,256.0,user,2679_1711578995226_knife.png,['knife'],tools,10
knife sharpening wheel,48.0,629.0,559.0,843.0,user,2680_1711578995226_knife sharpening wheel.png,"['knife', 'sharpening', 'wheel']",tools,10
grinding stone,0.0,0.0,2048.0,1536.0,wikimedia,2681_1711578995226_grinding stone.png,"['grinding', 'stone']",processes,6
metal cable,0.0,0.0,605.0,907.0,user,2682_1711573286041_metal cable.png,"['metal', 'cable']",materials,4
fastener,0.0,0.0,605.0,907.0,user,2683_1711573286041_fastener.png,['fastener'],fasteners,1
rope or wire thimble,0.0,0.0,3744.0,5616.0,wikimedia,2684_1711573286041_rope or wire thimble.png,"['rope', 'or', 'wire', 'thimble']",materials,4
rivet,158.0,266.0,350.0,507.0,user,2685_1711573156368_rivet.png,['rivet'],fasteners,1
rivet,0.0,0.0,1536.0,2048.0,wikimedia,2686_1711573156368_rivet.png,['rivet'],fasteners,1
manual hole saw,0.0,0.0,655.0,891.0,user,2687_1711589284641_manual hole saw.png,"['manual', 'hole', 'saw']",tools,10
trephine,0.0,0.0,2832.0,3855.0,wikimedia,2688_1711589284641_trephine.png,['trephine'],specialized,9
mortar and pestle,0.0,0.0,501.0,891.0,user,2689_1711598678713_mortar and pestle.png,"['mortar', 'and', 'pestle']",machines,2
mortar and pestle in the netherland,0.0,0.0,2268.0,4032.0,wikimedia,2690_1711598678713_mortar and pestle in the netherland.png,"['mortar', 'and', 'pestle', 'in', 'the', 'netherland']",machines,2
ruler,0.0,0.0,685.0,765.0,user,2691_1711599792120_ruler.png,['ruler'],electrical,0
square tool,0.0,0.0,1978.0,2208.0,wikimedia,2692_1711599792120_square tool.png,"['square', 'tool']",quality,7
lug bolt,0.0,0.0,382.0,530.0,user,2693_1711592975368_lug bolt.png,"['lug', 'bolt']",fasteners,1
wheel bolt,0.0,0.0,382.0,530.0,wikimedia,2694_1711592975368_wheel bolt.png,"['wheel', 'bolt']",maintenance,3
mock welding torch,50.0,237.0,332.0,376.0,user,2695_1711568756466_mock welding torch.png,"['mock', 'welding', 'torch']",processes,6
welding helmet,180.0,114.0,257.0,198.0,user,2696_1711568756466_welding helmet.png,"['welding', 'helmet']",processes,6
welding simulation,0.0,0.0,1318.0,2100.0,wikimedia,2697_1711568756466_welding simulation.png,"['welding', 'simulation']",processes,6
screw,368.0,331.0,170.0,425.0,user,2698_1711622346280_screw.png,['screw'],fasteners,1
archimede screw,368.0,331.0,170.0,425.0,user,2699_1711622346280_archimede screw.png,"['archimede', 'screw']",fasteners,1
hydropower screw,368.0,331.0,170.0,425.0,user,2700_1711622346280_hydropower screw.png,"['hydropower', 'screw']",electrical,0
screw,464.0,0.0,339.0,179.0,user,2701_1711622346280_screw.png,['screw'],fasteners,1
archimede screw in the netherland,0.0,0.0,2637.0,2627.0,wikimedia,2702_1711622346280_archimede screw in the netherland.png,"['archimede', 'screw', 'in', 'the', 'netherland']",fasteners,1
printing pres,0.0,0.0,767.0,907.0,user,2703_1711601635755_printing pres.png,"['printing', 'pres']",processes,6
vintage printing pres,0.0,0.0,767.0,907.0,user,2704_1711601635755_vintage printing pres.png,"['vintage', 'printing', 'pres']",quality,7
printing press,0.0,0.0,3160.0,3736.0,wikimedia,2705_1711601635755_printing press.png,"['printing', 'press']",processes,6
spirit level,0.0,0.0,693.0,907.0,user,2706_1711579476049_spirit level.png,"['spirit', 'level']",quality,7
spirit level,0.0,0.0,1000.0,1310.0,wikimedia,2707_1711579476049_spirit level.png,"['spirit', 'level']",quality,7
nameplate,0.0,0.0,501.0,891.0,user,2708_1711599454843_nameplate.png,['nameplate'],machines,2
patent information,0.0,0.0,501.0,891.0,user,2709_1711599454843_patent information.png,"['patent', 'information']",materials,4
lathe information,0.0,0.0,501.0,891.0,user,2710_1711599454843_lathe information.png,"['lathe', 'information']",machines,2
portable sawmill,0.0,0.0,924.0,1268.0,wikimedia,2711_1711599454843_portable sawmill.png,"['portable', 'sawmill']",machines,2
bolt,0.0,0.0,603.0,907.0,user,2712_1711592908273_bolt.png,['bolt'],fasteners,1
machine screw,0.0,0.0,1466.0,2207.0,wikimedia,2713_1711592908273_machine screw.png,"['machine', 'screw']",machines,2
chain saw,0.0,0.0,668.0,891.0,user,2714_1711587559517_chain saw.png,"['chain', 'saw']",machines,2
chainsaw,0.0,0.0,2736.0,3648.0,wikimedia,2715_1711587559517_chainsaw.png,['chainsaw'],machines,2
stand,0.0,0.0,1188.0,891.0,user,2716_1711554008332_stand.png,['stand'],maintenance,3
welding,0.0,0.0,3024.0,4032.0,wikimedia,2717_1711554008332_welding.png,['welding'],processes,6
rail,0.0,0.0,426.0,568.0,user,2718_1711592804013_rail.png,['rail'],materials,4
insulated rail joint,0.0,0.0,426.0,568.0,wikimedia,2719_1711592804013_insulated rail joint.png,"['insulated', 'rail', 'joint']",electrical,0
chain,0.0,0.0,1361.0,907.0,user,2720_1711606143259_chain.png,['chain'],machines,2
lock,0.0,0.0,1361.0,907.0,user,2721_1711606143259_lock.png,['lock'],safety,8
padlock with chain,0.0,0.0,3795.0,2530.0,wikimedia,2722_1711606143259_padlock with chain.png,"['padlock', 'with', 'chain']",quality,7
bracket,0.0,0.0,762.0,545.0,user,2723_1711572639269_bracket.png,['bracket'],fasteners,1
hinge,0.0,0.0,762.0,545.0,wikimedia,2724_1711572639269_hinge.png,['hinge'],specialized,9
weld bead,9.0,36.0,528.0,621.0,user,2725_1711569047444_weld bead.png,"['weld', 'bead']",processes,6
weld,0.0,0.0,640.0,640.0,wikimedia,2726_1711569047444_weld.png,['weld'],processes,6
ruler,0.0,0.0,108.0,242.0,user,2727_1711610002493_ruler.png,['ruler'],electrical,0
steel square,0.0,0.0,108.0,242.0,wikimedia,2728_1711610002493_steel square.png,"['steel', 'square']",materials,4
roller bearing,0.0,0.0,1067.0,891.0,user,2729_1711622040213_roller bearing.png,"['roller', 'bearing']",machines,2
din,0.0,0.0,2180.0,1820.0,wikimedia,2730_1711622040213_din.png,['din'],processes,6
battery powered drill,9.0,33.0,852.0,503.0,user,2731_1711586191190_battery powered drill.png,"['battery', 'powered', 'drill']",electrical,0
drill,9.0,33.0,852.0,503.0,user,2732_1711586191190_drill.png,['drill'],machines,2
drill operated pump,423.0,110.0,417.0,446.0,user,2733_1711586191190_drill operated pump.png,"['drill', 'operated', 'pump']",machines,2
cordles drill,0.0,0.0,3104.0,3126.0,wikimedia,2734_1711586191190_cordles drill.png,"['cordles', 'drill']",machines,2
drilling rig,0.0,0.0,680.0,907.0,user,2735_1711574348731_drilling rig.png,"['drilling', 'rig']",processes,6
drilling machine,0.0,0.0,2112.0,2816.0,wikimedia,2736_1711574348731_drilling machine.png,"['drilling', 'machine']",processes,6
wind mill,0.0,0.0,595.0,891.0,user,2737_1711608723023_wind mill.png,"['wind', 'mill']",electrical,0
dheesterboom,0.0,0.0,4912.0,7360.0,wikimedia,2738_1711608723023_dheesterboom.png,['dheesterboom'],specialized,9
gear,138.0,57.0,446.0,559.0,user,2739_1711586674220_gear.png,['gear'],tools,10
gear,275.0,60.0,264.0,263.0,user,2740_1711586674220_gear.png,['gear'],tools,10
south bend lathe,0.0,0.0,2340.0,4160.0,wikimedia,2741_1711586674220_south bend lathe.png,"['south', 'bend', 'lathe']",safety,8
hand saw,49.0,277.0,184.0,804.0,user,2742_1711587751349_hand saw.png,"['hand', 'saw']",machines,2
shovel,52.0,119.0,307.0,855.0,user,2743_1711587751349_shovel.png,['shovel'],tools,10
hand saw,0.0,0.0,2699.0,5152.0,wikimedia,2744_1711587751349_hand saw.png,"['hand', 'saw']",machines,2
forge pres,0.0,0.0,680.0,907.0,user,2745_1711569532019_forge pres.png,"['forge', 'pres']",tools,10
power hammer,0.0,0.0,2592.0,3456.0,wikimedia,2746_1711569532019_power hammer.png,"['power', 'hammer']",electrical,0
saw blade,0.0,0.0,902.0,891.0,user,2747_1711598853042_saw blade.png,"['saw', 'blade']",tools,10
circular saw blade,0.0,0.0,1215.0,1200.0,wikimedia,2748_1711598853042_circular saw blade.png,"['circular', 'saw', 'blade']",tools,10
taper reamer,0.0,0.0,759.0,891.0,user,2749_1711600162045_taper reamer.png,"['taper', 'reamer']",specialized,9
reamer,0.0,0.0,1568.0,1842.0,wikimedia,2750_1711600162045_reamer.png,['reamer'],specialized,9
ruler,0.0,442.0,115.0,891.0,user,2751_1711594459611_ruler.png,['ruler'],electrical,0
scissors,510.0,252.0,128.0,267.0,user,2752_1711594459611_scissors.png,['scissors'],tools,10
sewing kit dockland museum,0.0,0.0,2031.0,2885.0,wikimedia,2753_1711594459611_sewing kit dockland museum.png,"['sewing', 'kit', 'dockland', 'museum']",processes,6
micrometer,0.0,219.0,388.0,880.0,user,2754_1711588858224_micrometer.png,['micrometer'],electrical,0
drilling and threading,0.0,0.0,1200.0,1600.0,wikimedia,2755_1711588858224_drilling and threading.png,"['drilling', 'and', 'threading']",processes,6
splitter,0.0,0.0,574.0,765.0,user,2756_1711586352684_splitter.png,['splitter'],electrical,0
log splitter,0.0,0.0,1440.0,1920.0,wikimedia,2757_1711586352684_log splitter.png,"['log', 'splitter']",electrical,0
brick,197.0,720.0,199.0,130.0,user,2758_1711582585113_brick.png,['brick'],materials,4
light,52.0,453.0,126.0,126.0,user,2759_1711582585113_light.png,['light'],quality,7
lamp,52.0,453.0,126.0,126.0,user,2760_1711582585113_lamp.png,['lamp'],electrical,0
door hinge,0.0,0.0,1280.0,960.0,wikimedia,2761_1711582585113_door hinge.png,"['door', 'hinge']",safety,8
floor sander,0.0,0.0,605.0,907.0,user,2762_1711574758059_floor sander.png,"['floor', 'sander']",materials,4
grinder,0.0,0.0,3456.0,5184.0,wikimedia,2763_1711574758059_grinder.png,['grinder'],tools,10
shaped bracket,0.0,0.0,668.0,891.0,user,2764_1711584255213_shaped bracket.png,"['shaped', 'bracket']",machines,2
shelf bracket,0.0,0.0,3456.0,4608.0,wikimedia,2765_1711584255213_shelf bracket.png,"['shelf', 'bracket']",quality,7
pres,0.0,0.0,680.0,907.0,user,2766_1711585796098_pres.png,['pres'],machines,2
foundry bucket,262.0,66.0,486.0,475.0,user,2767_1711569690546_foundry bucket.png,"['foundry', 'bucket']",processes,6
steel ladle,262.0,66.0,486.0,475.0,user,2768_1711569690546_steel ladle.png,"['steel', 'ladle']",materials,4
foundry ladle,262.0,66.0,486.0,475.0,user,2769_1711569690546_foundry ladle.png,"['foundry', 'ladle']",processes,6
steelteeming ladle,0.0,0.0,819.0,800.0,wikimedia,2770_1711569690546_steelteeming ladle.png,"['steelteeming', 'ladle']",materials,4
chainsaw,0.0,0.0,591.0,907.0,user,2771_1711587553989_chainsaw.png,['chainsaw'],machines,2
chainsaw,0.0,0.0,652.0,1000.0,wikimedia,2772_1711587553989_chainsaw.png,['chainsaw'],machines,2
hand drill,0.0,0.0,240.0,495.0,user,2773_1711597390975_hand drill.png,"['hand', 'drill']",machines,2
brace tool,0.0,0.0,240.0,495.0,wikimedia,2774_1711597390975_brace tool.png,"['brace', 'tool']",tools,10
wheel,0.0,0.0,590.0,891.0,user,2775_1711593070245_wheel.png,['wheel'],maintenance,3
wheel nut,333.0,304.0,50.0,50.0,user,2776_1711593070245_wheel nut.png,"['wheel', 'nut']",maintenance,3
wheel nut,418.0,308.0,50.0,50.0,user,2777_1711593070245_wheel nut.png,"['wheel', 'nut']",maintenance,3
wheel nut,309.0,364.0,50.0,50.0,user,2778_1711593070245_wheel nut.png,"['wheel', 'nut']",maintenance,3
wheel nut,442.0,365.0,50.0,50.0,user,2779_1711593070245_wheel nut.png,"['wheel', 'nut']",maintenance,3
wheel nut,373.0,400.0,50.0,50.0,user,2780_1711593070245_wheel nut.png,"['wheel', 'nut']",maintenance,3
lug nut,0.0,0.0,3264.0,4928.0,wikimedia,2781_1711593070245_lug nut.png,"['lug', 'nut']",fasteners,1
lathe,0.0,0.0,594.0,891.0,user,2782_1711586778331_lathe.png,['lathe'],machines,2
watchmaker lathe,0.0,0.0,3648.0,5472.0,wikimedia,2783_1711586778331_watchmaker lathe.png,"['watchmaker', 'lathe']",machines,2
grinding wheel,131.0,99.0,521.0,736.0,user,2784_1711585947704_grinding wheel.png,"['grinding', 'wheel']",processes,6
grinder,131.0,99.0,521.0,736.0,user,2785_1711585947704_grinder.png,['grinder'],tools,10
double grinder,131.0,99.0,521.0,736.0,user,2786_1711585947704_double grinder.png,"['double', 'grinder']",safety,8
einhell doc global,131.0,99.0,521.0,736.0,user,2787_1711585947704_einhell doc global.png,"['einhell', 'doc', 'global']",quality,7
bench grinder,0.0,0.0,2736.0,3648.0,wikimedia,2788_1711585947704_bench grinder.png,"['bench', 'grinder']",maintenance,3
chest,16.0,12.0,632.0,860.0,user,2789_1711566702363_chest.png,['chest'],fasteners,1
antique chest,16.0,12.0,632.0,860.0,user,2790_1711566702363_antique chest.png,"['antique', 'chest']",tools,10
phalli collection of punish metalwork,0.0,0.0,1444.0,1980.0,wikimedia,2791_1711566702363_phalli collection of punish metalwork.png,"['phalli', 'collection', 'of', 'punish', 'metalwork']",materials,4
paintbrush,0.0,0.0,605.0,907.0,user,2792_1711602574101_paintbrush.png,['paintbrush'],materials,4
working gilder,0.0,0.0,3456.0,5184.0,wikimedia,2793_1711602574101_working gilder.png,"['working', 'gilder']",specialized,9
car,236.0,323.0,155.0,325.0,user,2794_1711584461971_car.png,['car'],tools,10
van,236.0,323.0,155.0,325.0,user,2795_1711584461971_van.png,['van'],safety,8
personnel,455.0,268.0,71.0,81.0,user,2796_1711584461971_personnel.png,['personnel'],safety,8
construction worker,455.0,268.0,71.0,81.0,user,2797_1711584461971_construction worker.png,"['construction', 'worker']",maintenance,3
zipper merge,0.0,0.0,3888.0,5184.0,wikimedia,2798_1711584461971_zipper merge.png,"['zipper', 'merge']",processes,6
cutting disc,0.0,0.0,680.0,907.0,user,2799_1711578945516_cutting disc.png,"['cutting', 'disc']",processes,6
diamond angle grinder disc,0.0,0.0,2736.0,3648.0,wikimedia,2800_1711578945516_diamond angle grinder disc.png,"['diamond', 'angle', 'grinder', 'disc']",quality,7
screwdriver bit set,0.0,0.0,1736.0,907.0,user,2801_1711604335131_screwdriver bit set.png,"['screwdriver', 'bit', 'set']",fasteners,1
screwdriver bit,0.0,0.0,3897.0,2036.0,wikimedia,2802_1711604335131_screwdriver bit.png,"['screwdriver', 'bit']",fasteners,1
vise,525.0,58.0,512.0,149.0,user,2803_1711570065504_vise.png,['vise'],fasteners,1
wrench,113.0,116.0,176.0,278.0,user,2804_1711570065504_wrench.png,['wrench'],tools,10
file,0.0,93.0,180.0,179.0,user,2805_1711570065504_file.png,['file'],tools,10
farrier tool,0.0,0.0,3301.0,4868.0,wikimedia,2806_1711570065504_farrier tool.png,"['farrier', 'tool']",tools,10
rock saw,0.0,0.0,249.0,194.0,user,2807_1711588264766_rock saw.png,"['rock', 'saw']",tools,10
stone saw,0.0,0.0,249.0,194.0,user,2808_1711588264766_stone saw.png,"['stone', 'saw']",tools,10
countertype saw,0.0,0.0,249.0,194.0,user,2809_1711588264766_countertype saw.png,"['countertype', 'saw']",tools,10
stone saw,0.0,0.0,533.0,400.0,wikimedia,2810_1711588264766_stone saw.png,"['stone', 'saw']",tools,10
chainsaw,0.0,0.0,439.0,907.0,user,2811_1711599040821_chainsaw.png,['chainsaw'],machines,2
top handle chainsaw,0.0,0.0,778.0,1609.0,wikimedia,2812_1711599040821_top handle chainsaw.png,"['top', 'handle', 'chainsaw']",quality,7
whetstone,0.0,468.0,758.0,621.0,user,2813_1711579289757_whetstone.png,['whetstone'],specialized,9
chisel,110.0,851.0,164.0,338.0,user,2814_1711579289757_chisel.png,['chisel'],tools,10
whetstone,0.0,0.0,2496.0,1664.0,wikimedia,2815_1711579289757_whetstone.png,['whetstone'],specialized,9
windmill,444.0,132.0,210.0,153.0,user,2816_1711609404211_windmill.png,['windmill'],machines,2
de zwaluw burdaard,0.0,0.0,2335.0,3605.0,wikimedia,2817_1711609404211_de zwaluw burdaard.png,"['de', 'zwaluw', 'burdaard']",tools,10
rotary bit,0.0,0.0,680.0,907.0,user,2818_1711597172126_rotary bit.png,"['rotary', 'bit']",machines,2
dental drill and bit,0.0,0.0,804.0,1073.0,wikimedia,2819_1711597172126_dental drill and bit.png,"['dental', 'drill', 'and', 'bit']",maintenance,3
metal hole punch,0.0,0.0,668.0,891.0,user,2820_1711554654057_metal hole punch.png,"['metal', 'hole', 'punch']",materials,4
punch tool,0.0,0.0,2448.0,3264.0,wikimedia,2821_1711554654057_punch tool.png,"['punch', 'tool']",machines,2
lock,0.0,0.0,605.0,907.0,user,2822_1711606198406_lock.png,['lock'],safety,8
padlock on door,0.0,0.0,1365.0,2048.0,wikimedia,2823_1711606198406_padlock on door.png,"['padlock', 'on', 'door']",quality,7
clamp,67.0,198.0,212.0,814.0,user,2824_1711614857775_clamp.png,['clamp'],fasteners,1
bar clamp,67.0,198.0,212.0,814.0,user,2825_1711614857775_bar clamp.png,"['bar', 'clamp']",safety,8
screw clamp,0.0,0.0,518.0,880.0,wikimedia,2826_1711614857775_screw clamp.png,"['screw', 'clamp']",fasteners,1
lathe,209.0,64.0,523.0,375.0,user,2827_1711579864477_lathe.png,['lathe'],machines,2
historical metalworking lathe,0.0,0.0,4000.0,6016.0,wikimedia,2828_1711579864477_historical metalworking lathe.png,"['historical', 'metalworking', 'lathe']",quality,7
hammer,568.0,121.0,151.0,319.0,user,2829_1711576015114_hammer.png,['hammer'],tools,10
saw,80.0,84.0,79.0,640.0,user,2830_1711576015114_saw.png,['saw'],tools,10
saw,0.0,0.0,856.0,2396.0,wikimedia,2831_1711576015114_saw.png,['saw'],tools,10
crack monitor,64.0,155.0,321.0,773.0,user,2832_1711588407587_crack monitor.png,"['crack', 'monitor']",materials,4
telltale crack monitor,64.0,155.0,321.0,773.0,user,2833_1711588407587_telltale crack monitor.png,"['telltale', 'crack', 'monitor']",materials,4
avongard crack monitor,64.0,155.0,321.0,773.0,user,2834_1711588407587_avongard crack monitor.png,"['avongard', 'crack', 'monitor']",materials,4
avongard telltale crack monitor,64.0,155.0,321.0,773.0,user,2835_1711588407587_avongard telltale crack monitor.png,"['avongard', 'telltale', 'crack', 'monitor']",materials,4
fissurometer,0.0,0.0,2838.0,3753.0,wikimedia,2836_1711588407587_fissurometer.png,['fissurometer'],quality,7
welding torch,491.0,289.0,72.0,80.0,user,2837_1711576954722_welding torch.png,"['welding', 'torch']",processes,6
welding power generator,0.0,440.0,262.0,552.0,user,2838_1711576954722_welding power generator.png,"['welding', 'power', 'generator']",processes,6
hammer,157.0,316.0,84.0,144.0,user,2839_1711576954722_hammer.png,['hammer'],tools,10
needlenose pliers,429.0,346.0,55.0,89.0,user,2840_1711576954722_needlenose pliers.png,"['needlenose', 'pliers']",tools,10
welding helmet,541.0,9.0,197.0,234.0,user,2841_1711576954722_welding helmet.png,"['welding', 'helmet']",processes,6
welding screen,44.0,0.0,506.0,855.0,user,2842_1711576954722_welding screen.png,"['welding', 'screen']",processes,6
ga metal arc welding,0.0,0.0,774.0,1000.0,wikimedia,2843_1711576954722_ga metal arc welding.png,"['ga', 'metal', 'arc', 'welding']",quality,7
welding rod,0.0,0.0,967.0,907.0,user,2844_1711553970971_welding rod.png,"['welding', 'rod']",processes,6
stick welding rod,0.0,0.0,967.0,907.0,user,2845_1711553970971_stick welding rod.png,"['stick', 'welding', 'rod']",tools,10
welding,0.0,0.0,1070.0,1004.0,wikimedia,2846_1711553970971_welding.png,['welding'],processes,6
steel foundry,0.0,0.0,510.0,907.0,user,2847_1711571465462_steel foundry.png,"['steel', 'foundry']",materials,4
iron foundry,0.0,0.0,1080.0,1920.0,wikimedia,2848_1711571465462_iron foundry.png,"['iron', 'foundry']",materials,4
wire wheel,401.0,464.0,432.0,421.0,user,2849_1711569935351_wire wheel.png,"['wire', 'wheel']",electrical,0
wire wheel,0.0,284.0,346.0,489.0,user,2850_1711569935351_wire wheel.png,"['wire', 'wheel']",electrical,0
wire wheel,169.0,4.0,291.0,318.0,user,2851_1711569935351_wire wheel.png,"['wire', 'wheel']",electrical,0
wire wheel,502.0,148.0,377.0,398.0,user,2852_1711569935351_wire wheel.png,"['wire', 'wheel']",electrical,0
rotating brush,0.0,0.0,1136.0,1138.0,wikimedia,2853_1711569935351_rotating brush.png,"['rotating', 'brush']",materials,4
pulley crane hook,0.0,0.0,800.0,600.0,user,2854_1711583336592_pulley crane hook.png,"['pulley', 'crane', 'hook']",tools,10
lifting hook,0.0,0.0,800.0,600.0,wikimedia,2855_1711583336592_lifting hook.png,"['lifting', 'hook']",safety,8
power chisel,0.0,0.0,273.0,454.0,user,2856_1711597589952_power chisel.png,"['power', 'chisel']",electrical,0
hammer drill,0.0,0.0,273.0,454.0,wikimedia,2857_1711597589952_hammer drill.png,"['hammer', 'drill']",tools,10
l bracket,0.0,0.0,680.0,907.0,user,2858_1711584253537_l bracket.png,"['l', 'bracket']",machines,2
shelf bracket,0.0,0.0,3456.0,4608.0,wikimedia,2859_1711584253537_shelf bracket.png,"['shelf', 'bracket']",quality,7
putty knife,0.0,0.0,378.0,398.0,user,2860_1711588571207_putty knife.png,"['putty', 'knife']",tools,10
chisel,0.0,0.0,378.0,398.0,wikimedia,2861_1711588571207_chisel.png,['chisel'],tools,10
torch,0.0,0.0,467.0,891.0,user,2862_1711554705381_torch.png,['torch'],electrical,0
soldering tool,0.0,0.0,534.0,1018.0,wikimedia,2863_1711554705381_soldering tool.png,"['soldering', 'tool']",fasteners,1
stamp,149.0,51.0,477.0,397.0,user,2864_1711568308341_stamp.png,['stamp'],processes,6
steelstamp,149.0,51.0,477.0,397.0,user,2865_1711568308341_steelstamp.png,['steelstamp'],materials,4
